Категория,Подкатегория,"Наименование (марка, ширина, размеры, полка, диаметр)","Хар-ка (размер, диаметр, толщина, стенка, ширина, длина, полка)",Единица измерения,Цена
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,180Х140,4,теор.т,71211
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,180Х140,5,теор.т,73751
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,180Х140,5,теор.т,74259
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,180Х140,5,теор.т,74767
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,180Х140,5,теор.т,74971
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,180Х140,5,теор.т,75275
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,180Х140,6,теор.т,74767
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,180Х140,6,теор.т,74971
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,180Х140,7,теор.т,77307
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,180Х140,8,теор.т,79847
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,180Х140,8,теор.т,81067
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,180Х140,8,теор.т,81371
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х100,4,теор.т,71719
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х100,4,теор.т,72735
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х100,4,теор.т,72939
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х100,4,теор.т,73243
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х100,5,теор.т,71719
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х100,5,теор.т,72735
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х100,5,теор.т,72939
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х100,5,теор.т,73243
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х100,6,теор.т,71719
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х100,6,теор.т,72735
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х100,6,теор.т,72939
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х100,6,теор.т,73243
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х100,8,теор.т,83911
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х100,8,теор.т,84927
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х100,8,теор.т,85131
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х100,8,теор.т,85435
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х120,4,теор.т,75783
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х120,4,теор.т,76799
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х120,4,теор.т,77003
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х120,4,теор.т,77307
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х120,5,теор.т,76799
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х120,5,теор.т,77003
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х120,5,теор.т,77307
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х120,6,теор.т,75783
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х120,6,теор.т,76799
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х120,6,теор.т,77003
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х120,6,теор.т,77307
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х120,7,теор.т,76799
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х120,7,теор.т,77003
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х120,8,теор.т,76799
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х120,8,теор.т,77003
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х120,8,теор.т,77307
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х160,4,теор.т,72735
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х160,4,теор.т,72939
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х160,4,теор.т,73243
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х160,5,теор.т,71719
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х160,5,теор.т,72735
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х160,5,теор.т,72939
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х160,5,теор.т,73243
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х160,6,теор.т,71719
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х160,6,теор.т,72735
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х160,6,теор.т,72939
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х160,6,теор.т,73243
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х160,7,теор.т,72735
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х160,7,теор.т,72939
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х160,7,теор.т,73243
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х160,8,теор.т,77003
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х160,10,теор.т,84927
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,200Х160,10,теор.т,85131
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,240Х120,5,т,91531
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,240Х120,5,теор.т,90007
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,240Х120,5,теор.т,91023
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,240Х120,5,теор.т,91227
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,240Х120,5,теор.т,91531
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,240Х120,6,теор.т,91023
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,240Х120,6,теор.т,91227
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,240Х120,6,теор.т,91531
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,240Х120,8,теор.т,91023
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,240Х120,8,теор.т,91227
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,240Х120,8,теор.т,91531
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,240Х120,10,теор.т,91227
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,240Х160,5,т,80863
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,240Х160,5,теор.т,81067
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,240Х160,5,теор.т,81371
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,240Х160,6,т,80863
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,240Х160,6,теор.т,79847
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,240Х160,6,теор.т,81067
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,240Х160,6,теор.т,81371
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,240Х160,8 | 10| 10,теор.т,91531
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,240Х160,12,теор.т,91227
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,240Х160,12,теор.т,91531
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,250Х150,5,т,80863
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,250Х150,5,теор.т,81067
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,250Х150,5,теор.т,81371
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,250Х150,6,теор.т,91023
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,250Х150,6,теор.т,91227
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,250Х150,6,теор.т,91531
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,250Х150,8,теор.т,90007
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,250Х150,8,теор.т,91023
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,250Х150,8,теор.т,91227
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,250Х150,8,теор.т,91531
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,250Х150,10,теор.т,91023
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,250Х150,10,теор.т,91227
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,250Х150,10 | 12,теор.т,91531
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,250Х150,12,теор.т,91227
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,250Х150,12,теор.т,91531
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,300Х100,6,теор.т,81067
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,300Х100,6,теор.т,81371
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,300Х100,8,теор.т,91227
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,300Х100,10,теор.т,81067
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,300Х100,10,теор.т,81371
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,300Х200,6,теор.т,91023
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,300Х200,6,теор.т,91227
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,300Х200,6,теор.т,91531
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,300Х200,8,теор.т,90515
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,300Х200,8,теор.т,91023
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,300Х200,8,теор.т,91227
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,300Х200,8,теор.т,91531
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,300Х200,10,теор.т,91227
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,300Х200,10,теор.т,91531
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,300Х200,12,теор.т,91023
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,300Х200,12,теор.т,91227
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,300Х200,12,теор.т,91531
Трубы,ТРУБЫ ЭЛЕКТРОСВАРНЫЕ ПРЯМОУГ,400Х200,6 | 8,теор.т,101590
Цветной прокат,АЛЮМИНИЕВЫЙ ПРОФИЛЬ,АД31Т1 (АВА-0745-1) Лопатка клапана AROSIO,0.0,т,372872
Цветной прокат,АЛЮМИНИЕВЫЙ ПРОФИЛЬ,АД31Т1 (АВА-0746) Лопасть Бернулли,0.0,т,372872
Цветной прокат,АЛЮМИНИЕВЫЙ ПРОФИЛЬ,АД31Т1 (АВА-0747) Лопасть поворотная(капля),0.0,т,372872
Цветной прокат,АЛЮМИНИЕВЫЙ ПРОФИЛЬ,АД31Т1 (АВА-0748) Рамка двухрядной решетки,25.0,т,372872
Цветной прокат,АЛЮМИНИЕВЫЙ ПРОФИЛЬ,АД31Т1 (АВА-0851) Верх-низ клапана AROSIO,0.0,т,372872
Цветной прокат,АЛЮМИНИЕВЫЙ ПРОФИЛЬ,АД31Т1 (АВА-0906) Рамка 90град. наружней решетки,30.0,т,372872
Цветной прокат,АЛЮМИНИЕВЫЙ ПРОФИЛЬ,АД31Т1 (АВА-0907) Рамка 45град. наружней решетки,30.0,т,372872
Цветной прокат,АЛЮМИНИЕВЫЙ ПРОФИЛЬ,АД31Т1 (АВА-0908) Лопасть наружней решетки,0.0,т,372872
Цветной прокат,АЛЮМИНИЕВЫЙ ПРОФИЛЬ,АД31Т1 (АВА-0940) Лопатка удлиненная клапана AROSIO,0.0,т,372872
Цветной прокат,АЛЮМИНИЕВЫЙ ПРОФИЛЬ,АД31Т1 (АВА-1151) Боковина клапана AROSIO,0.0,т,372872
Цветной прокат,АЛЮМИНИЕВЫЙ ПРОФИЛЬ,АД31Т1 (АВА-1152) Промежуточная стойка клапана AROSIO,0.0,т,372872
Цветной прокат,АЛЮМИНИЕВЫЙ ПРОФИЛЬ,АД31Т1 (АВА-2934) Лопасть регулируемой решетки (спичка),17.5,т,372872
Цветной прокат,АЛЮМИНИЕВЫЙ ПРОФИЛЬ,АД31Т1 (АВА-3456) Лопасть инерционной решетки,0.0,т,372872
Цветной прокат,АЛЮМИНИЕВЫЙ ПРОФИЛЬ,АД31Т1 (АВА-3514) Лопасть 18 ассиметричная,0.0,т,372872
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,125Х80,8 | 10,т,150866
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,140Х90,8 | 10,т,150866
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,160Х100,10,т,138166
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,160Х100,12 | 14,т,134163
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,200Х125,12 | 14| 16,т,133086
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,25Х25 6м,4,т,86350
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,32Х32 6м,4,т,84318
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,35Х35 6м,4,т,84318
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,40Х40,4,т,78222
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,50Х50,4,т,81270
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,50Х50,5,т,78222
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,63Х63,5 | 6,т,78222
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,70Х70,5,т,85842
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,70Х70,6,т,84826
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,75Х75,5,т,86350
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,75Х75,6,т,84318
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,75Х75,8,т,85334
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,75Х75 6м,8,т,84318
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,80Х80,6 | 7,т,84318
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,80Х80,8,т,86350
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,90Х90,6,т,84318
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,90Х90,7,т,86350
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,90Х90,8,т,87874
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,90Х90 н/д,6,т,72126
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,100Х100,7,т,85334
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,100Х100,8,т,84318
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,100Х100,10 | 12,т,84826
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,110Х110,7 | 8,т,84826
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,125Х125,8,т,84826
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,125Х125,9 | 10| 12,т,85334
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,140Х140,9 | 10| 12,т,134214
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,160Х160,10 | 12| 14| 16,т,134214
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,180Х180,11,т,137008
Сортовой прокат,УГОЛОК НИЗКОЛЕГИР,200Х200,12 | 14| 16| 20| 25,т,134214
Сортовой прокат,УГОЛОК,75Х50,5 | 6,т,137150
Сортовой прокат,УГОЛОК,100Х63,6 | 8,т,137150
Сортовой прокат,УГОЛОК,125Х80,8 | 10,т,145786
Сортовой прокат,УГОЛОК,140Х90,8 | 10,т,145786
Сортовой прокат,УГОЛОК,160Х100,10 | 12| 14,т,125578
Сортовой прокат,УГОЛОК,200Х125,12 | 14| 16,т,125578
Сортовой прокат,УГОЛОК,25Х25 6м,3,т,79949
Сортовой прокат,УГОЛОК,25Х25 6м,3,т,80254
Сортовой прокат,УГОЛОК,25Х25 6м,4,т,79949
Сортовой прокат,УГОЛОК,25Х25 6м,4,т,80254
Сортовой прокат,УГОЛОК,25Х25 6м оцинк,3 | 4,т,121910
Сортовой прокат,УГОЛОК,30Х30 6м,4,т,84318
Сортовой прокат,УГОЛОК,32Х32 6м,3,т,77917
Сортовой прокат,УГОЛОК,32Х32 6м,3,т,78222
Сортовой прокат,УГОЛОК,32Х32 6м,4,т,77917
Сортовой прокат,УГОЛОК,32Х32 6м,4,т,78222
Сортовой прокат,УГОЛОК,35Х35 6м,3,т,77917
Сортовой прокат,УГОЛОК,35Х35 6м,3,т,78222
Сортовой прокат,УГОЛОК,35Х35 6м,4,т,77917
Сортовой прокат,УГОЛОК,35Х35 6м,4,т,78222
Сортовой прокат,УГОЛОК,40Х40,3,т,72837
Сортовой прокат,УГОЛОК,40Х40,3,т,73142
Сортовой прокат,УГОЛОК,40Х40,4,т,71821
Сортовой прокат,УГОЛОК,40Х40,4,т,72126
Сортовой прокат,УГОЛОК,40Х40,5,т,74666
Сортовой прокат,УГОЛОК,40Х40 6м,3,т,76393
Сортовой прокат,УГОЛОК,40Х40 6м,3,т,76698
Сортовой прокат,УГОЛОК,40Х40 6м,4,т,73345
Сортовой прокат,УГОЛОК,40Х40 6м,4 | 5,т,73650
Сортовой прокат,УГОЛОК,45Х45,4,т,72126
Сортовой прокат,УГОЛОК,45Х45,5,т,71821
Сортовой прокат,УГОЛОК,45Х45,5,т,72126
Сортовой прокат,УГОЛОК,45Х45 6м,4,т,73345
Сортовой прокат,УГОЛОК,45Х45 6м,4,т,73650
Сортовой прокат,УГОЛОК,45Х45 6м,5,т,73345
Сортовой прокат,УГОЛОК,45Х45 6м,5,т,73650
Сортовой прокат,УГОЛОК,50Х50,4,т,71821
Сортовой прокат,УГОЛОК,50Х50,4,т,72126
Сортовой прокат,УГОЛОК,50Х50,5,т,72329
Сортовой прокат,УГОЛОК,50Х50,5,т,72634
Сортовой прокат,УГОЛОК,50Х50 6м,4,т,73853
Сортовой прокат,УГОЛОК,50Х50 6м,4,т,74158
Сортовой прокат,УГОЛОК,50Х50 6м,5,т,74666
Сортовой прокат,УГОЛОК,50Х50 6м оцинк,4 | 5,т,129022
Сортовой прокат,УГОЛОК,63Х63,4,т,72837
Сортовой прокат,УГОЛОК,63Х63,4,т,73142
Сортовой прокат,УГОЛОК,63Х63,5,т,71821
Сортовой прокат,УГОЛОК,63Х63,5,т,72126
Сортовой прокат,УГОЛОК,63Х63,6,т,71821
Сортовой прокат,УГОЛОК,63Х63,6,т,72126
Сортовой прокат,УГОЛОК,63Х63 6м,4,т,75377
Сортовой прокат,УГОЛОК,63Х63 6м,4,т,75682
Сортовой прокат,УГОЛОК,63Х63 6м,5,т,74869
Сортовой прокат,УГОЛОК,63Х63 6м,5,т,75174
Сортовой прокат,УГОЛОК,63Х63 6м,6,т,73853
Сортовой прокат,УГОЛОК,63Х63 6м,6,т,74158
Сортовой прокат,УГОЛОК,70Х70,5 | 6| 7,т,79238
Сортовой прокат,УГОЛОК,70Х70 6м,5,т,79746
Сортовой прокат,УГОЛОК,70Х70 6м,6,т,79238
Сортовой прокат,УГОЛОК,75Х75,5,т,77917
Сортовой прокат,УГОЛОК,75Х75,5,т,78222
Сортовой прокат,УГОЛОК,75Х75,6,т,77917
Сортовой прокат,УГОЛОК,75Х75,6 | 7,т,78222
Сортовой прокат,УГОЛОК,75Х75,8,т,79238
Сортовой прокат,УГОЛОК,75Х75 6м,5 | 6,т,78222
Сортовой прокат,УГОЛОК,75Х75 6м,8,т,79238
Сортовой прокат,УГОЛОК,80Х80,6,т,79238
Сортовой прокат,УГОЛОК,80Х80,7,т,78730
Сортовой прокат,УГОЛОК,80Х80,8,т,80762
Сортовой прокат,УГОЛОК,80Х80 6м,6,т,79238
Сортовой прокат,УГОЛОК,80Х80 6м,8,т,79746
Сортовой прокат,УГОЛОК,80Х80 н/д,7,т,72634
Сортовой прокат,УГОЛОК,90Х90,6,т,78425
Сортовой прокат,УГОЛОК,90Х90,6,т,78730
Сортовой прокат,УГОЛОК,90Х90,7,т,78222
Сортовой прокат,УГОЛОК,90Х90 6м,6,т,78730
Сортовой прокат,УГОЛОК,90Х90 6м,8,т,79238
Сортовой прокат,УГОЛОК,90Х90 н/д,7,т,72634
Сортовой прокат,УГОЛОК,100Х100,7,т,78933
Сортовой прокат,УГОЛОК,100Х100,7,т,79238
Сортовой прокат,УГОЛОК,100Х100,8,т,78425
Сортовой прокат,УГОЛОК,100Х100,8,т,78730
Сортовой прокат,УГОЛОК,100Х100,10,т,78933
Сортовой прокат,УГОЛОК,100Х100,10,т,79238
Сортовой прокат,УГОЛОК,100Х100,12,т,78730
Сортовой прокат,УГОЛОК,100Х100 6м,7,т,79238
Сортовой прокат,УГОЛОК,100Х100 6м,8 | 10,т,78730
Сортовой прокат,УГОЛОК,110Х110,7 | 8,т,79238
Сортовой прокат,УГОЛОК,125Х125,8,т,78933
Сортовой прокат,УГОЛОК,125Х125,8 | 9,т,79238
Сортовой прокат,УГОЛОК,125Х125,10,т,78933
Сортовой прокат,УГОЛОК,125Х125,10 | 12,т,79238
Сортовой прокат,УГОЛОК,125Х125 н/д,10,т,72634
Сортовой прокат,УГОЛОК,140Х140,9 | 10| 12,т,125679
Сортовой прокат,УГОЛОК,140Х140 н/д,10,т,45710
Сортовой прокат,УГОЛОК,140Х140 н/д,12,т,67046
Сортовой прокат,УГОЛОК,160Х160,10 | 12| 14| 16,т,125679
Сортовой прокат,УГОЛОК,160Х160 н/д,12,т,67046
Сортовой прокат,УГОЛОК,180Х180,11 | 12,т,128524
Сортовой прокат,УГОЛОК,200Х200,12 | 14| 16| 20| 25,т,125679
Нержавейка,СТАЛЬ СОРТ НЕРЖ ЖАРОПР ШЕСТИГРАННИК,20Х13,14 | 17| 27| 30,т,320040
Цветной прокат,ЛАТУННЫЙ ЛИСТ,Л63,0,т,538480
Цветной прокат,ЛАТУННЫЙ ЛИСТ,Л63,0.5,т,932688
Цветной прокат,ЛАТУННЫЙ ЛИСТ,Л63,0.5,шт,1321
Цветной прокат,ЛАТУННЫЙ ЛИСТ,Л63,0.5,шт,2642
Цветной прокат,ЛАТУННЫЙ ЛИСТ,Л63,0.5,шт,5385
Цветной прокат,ЛАТУННЫЙ ЛИСТ,Л63,0.6 | 0.7| 0.8| 0.8| 1| 1| 1.2| 1.2| 1.5| 1.8| 1.8| 2| 2| 2.5| 2.5| 3| 3| 3.5| 4| 4| 5| 6| 6| 7| 8| 8| 10| 10| 12| 12| 14| 15| 16| 18| 20| 25,т,932688
